Day,AdultCount,LarvaCount,PupaCount,MeanTemperature,MeanPrecipitation,TankCount,MeanWaterVolume,TotalEggs,TotalLarvae
37,127815,53489,31843,21.87,11.424,5317,84.924736,3093,444137
38,127684,53427,31818,21.87,11.4228,5317,84.924736,2792,444438
39,127560,53359,31795,21.87,11.4217,5317,84.924736,2513,444717
40,127479,53292,31754,21.87,11.4209,5317,84.924736,2289,444941
41,127347,53222,31732,21.87,11.4233,5317,84.924736,2099,445131
42,127213,53161,31704,21.87,11.4236,5317,84.924736,1936,445294
43,127092,53118,31673,21.87,11.4207,5317,84.924736,1775,445455
44,126980,53073,31647,21.87,11.4186,5317,84.924736,1631,445599
45,126842,53026,31620,21.87,11.4209,5317,84.924736,1518,445712
46,126765,52979,31609,21.87,11.4251,5317,84.924736,1405,445825
47,126710,52946,31585,21.87,11.4237,5317,84.924736,1283,445947
48,126637,52900,31564,21.87,11.4193,5317,84.924736,1218,446012
50,126529,52850,31532,21.87,11.4132,5317,84.924736,1127,446103
51,126475,52820,31520,21.87,11.4136,5317,84.924736,1064,446166
52,126416,52785,31495,21.87,11.4102,5317,84.924736,1008,446222
53,126367,52764,31477,21.87,11.4094,5317,84.924736,965,446265
54,126320,52729,31454,21.87,11.4115,5317,84.924736,917,446313
55,126265,52708,31437,21.87,11.4122,5317,84.924736,872,446358
56,126211,52683,31425,21.87,11.4133,5317,84.924736,823,446407
57,126125,52632,31394,21.87,11.418,5317,84.924736,787,446443
58,125896,52579,31357,21.87,11.4185,5317,84.924736,761,446469
59,125710,52516,31335,21.87,11.4248,5317,84.924736,736,446494
60,125595,52452,31304,21.87,11.4246,5317,84.924736,716,446514
61,125429,52395,31277,21.87,11.423,5317,84.924736,697,446533
62,125245,52339,31241,21.87,11.423,5317,84.924736,681,446549
63,125081,52270,31219,21.87,11.4105,5317,84.924736,662,446568
64,124919,52197,31190,21.87,11.4116,5317,84.924736,640,446590
65,124755,52133,31155,21.87,11.4174,5317,84.924736,618,446612
66,124622,52068,31131,21.87,11.4162,5317,84.924736,601,446629
67,124477,52004,31087,21.87,11.422,5317,84.924736,584,446646
68,124322,51950,31031,21.87,11.4239,5317,84.924736,563,446667
69,124202,51909,30992,21.87,11.4219,5317,84.924736,554,446676
70,124120,51883,30958,21.87,11.4234,5317,84.924736,529,446701
71,124013,51833,30933,21.87,11.4227,5317,84.924736,520,446710
72,123845,51771,30902,21.87,11.4197,5317,84.924736,510,446720
73,123658,51702,30875,21.87,11.4144,5317,84.924736,498,446732
75,123522,51639,30838,21.87,11.416,5317,84.924736,487,446743
76,123399,51584,30800,21.87,11.4171,5317,84.924736,477,446753
77,123253,51531,30760,21.87,11.4232,5317,84.924736,462,446768
78,123064,51469,30743,21.87,11.4236,5317,84.924736,455,446775
79,122928,51406,30708,21.87,11.4215,5317,84.924736,446,446784
80,122797,51342,30675,21.87,11.4221,5317,84.924736,438,446792
81,122666,51294,30647,21.87,11.4272,5317,84.924736,430,446800
82,122540,51208,30617,21.87,11.4291,5317,84.924736,425,446805
83,122394,51143,30589,21.87,11.4293,5317,84.924736,419,446811
84,122246,51086,30553,21.87,11.4261,5317,84.924736,413,446817
85,122122,51020,30523,21.87,11.4283,5317,84.924736,406,446824
86,122001,50959,30481,21.87,11.4301,5317,84.924736,398,446832
87,121850,50906,30430,21.87,11.436,5317,84.924736,388,446842
88,121701,50854,30379,21.87,11.4374,5317,84.924736,376,446854
89,121564,50794,30344,21.87,11.4353,5317,84.924736,367,446863
90,121407,50731,30308,21.87,11.4315,5317,84.924736,361,446869
91,121291,50668,30290,21.87,11.4328,5317,84.924736,356,446874
92,121131,50603,30255,21.87,11.4395,5317,84.924736,350,446880
93,120983,50536,30234,21.87,11.4391,5317,84.924736,345,446885
94,120836,50478,30199,21.87,11.4394,5317,84.924736,342,446888
95,120688,50427,30160,21.87,11.4375,5317,84.924736,334,446896
96,120557,50366,30126,21.87,11.4362,5317,84.924736,327,446903
97,120416,50308,30091,21.87,11.4336,5317,84.924736,321,446909
98,120300,50248,30038,21.87,11.4358,5317,84.924736,314,446916
100,120158,50174,30021,21.87,11.435,5317,84.924736,300,446930
101,120030,50116,29978,21.87,11.4341,5317,84.924736,294,446936
102,119901,50057,29940,21.87,11.4379,5317,84.924736,288,446942
103,119748,50013,29893,21.87,11.4415,5317,84.924736,277,446953
104,119573,49947,29852,21.87,11.4396,5317,84.924736,270,446960
105,119388,49894,29827,21.87,11.4391,5317,84.924736,261,446969
106,119238,49821,29799,21.87,11.4398,5317,84.924736,256,446974
107,119090,49755,29763,21.87,11.4399,5317,84.924736,253,446977
108,118935,49691,29738,21.87,11.4315,5317,84.924736,251,446979
109,118776,49632,29687,21.87,11.4376,5317,84.924736,248,446982
110,118606,49579,29658,21.87,11.4334,5317,84.924736,245,446985
111,118446,49512,29621,21.87,11.4278,5317,84.924736,240,446990
112,118317,49446,29586,21.87,11.426,5317,84.924736,236,446994
113,118188,49397,29548,21.87,11.4241,5317,84.924736,232,446998
114,118055,49337,29499,21.87,11.4268,5317,84.92474,229,447001
115,117889,49276,29479,21.87,11.4278,5317,84.924736,226,447004
116,117711,49215,29430,21.87,11.4277,5317,84.924736,220,447010
117,117585,49160,29384,21.87,11.4311,5317,84.924736,219,447011
118,117422,49101,29345,21.87,11.4372,5317,84.924736,217,447013
119,117297,49036,29310,21.87,11.4348,5317,84.924736,217,447013
120,117144,48979,29273,21.87,11.4339,5317,84.924736,212,447018
121,117017,48929,29227,21.87,11.4397,5317,84.924736,211,447019
122,116865,48873,29189,21.87,11.4341,5317,84.924736,208,447022
123,116703,48800,29165,21.87,11.4347,5317,84.924736,203,447027
125,116552,48741,29137,21.87,11.4354,5317,84.924736,203,447027
126,116435,48662,29109,21.87,11.4256,5317,84.924736,201,447029
127,116285,48603,29059,21.87,11.4215,5317,84.924736,200,447030
128,116141,48544,29034,21.87,11.4203,5317,84.924736,195,447035
129,115979,48503,28980,21.87,11.4189,5317,84.924736,194,447036
130,115831,48428,28951,21.87,11.417,5317,84.924736,191,447039
131,115700,48363,28920,21.87,11.421,5317,84.924736,185,447045
132,115567,48295,28879,21.87,11.4266,5317,84.924736,181,447049
133,115384,48241,28860,21.87,11.4276,5317,84.924736,176,447054
134,115215,48178,28823,21.87,11.4233,5317,84.924736,175,447055
135,115032,48131,28781,21.87,11.43,5317,84.924736,173,447057
136,114870,48069,28748,21.87,11.4291,5317,84.924736,171,447059
137,114695,48008,28710,21.87,11.432,5317,84.924736,167,447063
138,114550,47950,28676,21.87,11.4328,5317,84.924736,162,447068
139,114394,47890,28659,21.87,11.4361,5317,84.924736,160,447070
140,114253,47826,28620,21.87,11.4332,5317,84.924736,157,447073
141,114124,47755,28579,21.87,11.4349,5317,84.924736,154,447076
142,113977,47690,28534,21.87,11.4333,5317,84.924736,152,447078
143,113846,47622,28496,21.87,11.4342,5317,84.924736,146,447084
144,113711,47568,28438,21.87,11.4406,5317,84.924736,145,447085
145,113574,47507,28410,21.87,11.4465,5317,84.924736,144,447086
146,113426,47456,28372,21.87,11.4485,5317,84.924736,143,447087
147,113297,47395,28333,21.87,11.4481,5317,84.924736,140,447090
148,113179,47347,28297,21.87,11.4486,5317,84.924736,138,447092
150,113044,47295,28265,21.87,11.4479,5317,84.924736,133,447097
151,112904,47237,28231,21.87,11.4402,5317,84.924736,132,447098
152,112767,47186,28213,21.87,11.4406,5317,84.924736,128,447102
153,112654,47128,28186,21.87,11.4402,5317,84.924736,125,447105
154,112527,47076,28148,21.87,11.4421,5317,84.924736,123,447107
155,112388,47008,28105,21.87,11.4382,5317,84.924736,121,447109
156,112235,46944,28076,21.87,11.4391,5317,84.924736,120,447110
157,112107,46895,28034,21.87,11.4414,5317,84.924736,118,447112
158,111949,46852,27996,21.87,11.443,5317,84.924736,117,447113
159,111807,46778,27961,21.87,11.4374,5317,84.924736,117,447113
160,111693,46735,27906,21.87,11.4352,5317,84.924736,114,447116
161,111534,46671,27872,21.87,11.4311,5317,84.924736,110,447120
162,111346,46621,27848,21.87,11.4365,5317,84.924736,108,447122
163,111147,46564,27817,21.87,11.4334,5317,84.924736,105,447125
164,111029,46505,27771,21.87,11.4294,5317,84.924736,101,447129
165,110904,46445,27742,21.87,11.4237,5317,84.924736,100,447130
166,110784,46385,27706,21.87,11.4159,5317,84.924736,99,447131
167,110648,46329,27675,21.87,11.417,5317,84.924736,99,447131
168,110565,46283,27644,21.87,11.4157,5317,84.924736,96,447134
169,110446,46238,27612,21.87,11.4146,5317,84.924736,95,447135
170,110342,46182,27575,21.87,11.423,5317,84.924736,94,447136
171,110203,46117,27536,21.87,11.4276,5317,84.924736,94,447136
172,110026,46058,27501,21.87,11.424,5317,84.924736,94,447136
173,109882,45994,27469,21.87,11.4215,5317,84.924736,92,447138
175,109710,45937,27428,21.87,11.4298,5317,84.924736,91,447139
176,109501,45874,27392,21.87,11.4346,5317,84.924736,90,447140
177,109377,45813,27373,21.87,11.4332,5317,84.924736,89,447141
178,109307,45776,27348,21.87,11.4343,5317,84.924736,88,447142
179,109194,45731,27299,21.87,11.4384,5317,84.924736,88,447142
